index	return	risk	AAPL	SPY	TSLA	BAC	NVDA	GOOG
55	0.02647573028036406	0.05531280972107717	0.1662238385824811	-3.271609265948918e-22	1.116386776758311e-21	0.39859504633026244	0.19766746812866426	0.23751364695859226
56	0.026691289226632872	0.05585728030408725	0.15573507152449376	-3.3397216939312803e-22	1.1211636131518678e-21	0.3964014984770792	0.20261350456454405	0.24524992543388302
57	0.026906848172901683	0.05641406135657566	0.14524630446650655	-3.310288854094938e-22	1.1192659092685077e-21	0.39420795062389574	0.20755954100042387	0.2529862039091738
58	0.027122407119170498	0.05698279202147277	0.134757537408519	-3.3277096860936546e-22	1.1242737839483344e-21	0.3920144027707126	0.2125055774363036	0.2607224823844647
59	0.027337966065439312	0.05756311810896092	0.1242687703505314	-3.342142668887544e-22	1.1291785111004692e-21	0.3898208549175291	0.2174516138721837	0.26845876085975573
60	0.027553525011708123	0.05815469248766406	0.1137800032925445	-3.327947181690227e-22	1.1312614690496516e-21	0.38762730706434584	0.22239765030806327	0.2761950393350464
61	0.027769083957976934	0.05875717541107796	0.10329123623455705	-3.3632054928438117e-22	1.1351463322317024e-21	0.38543375921116263	0.227343686743943	0.2839313178103373
62	0.02798464290424575	0.059370234783824326	0.09280246917656955	-3.349904438092584e-22	1.1375400128556387e-21	0.38324021135797937	0.23228972317982283	0.2916675962856282
63	0.028200201850514563	0.059993546372334824	0.08231370211858229	-3.3572401780315264e-22	1.1426878072149046e-21	0.3810466635047961	0.2372357596157026	0.299403874760919
64	0.028415760796783374	0.060626793964528414	0.07182493506059504	-3.3476969121339786e-22	1.1460351839989247e-21	0.3788531156516128	0.24218179605158238	0.30714015323620975
65	0.028631319743052185	0.0612696694829513	0.06133616800260776	-3.3679853819749973e-22	1.1527997468328593e-21	0.3766595677984296	0.247127832487462	0.3148764317115006
66	0.028846878689321	0.06192187305571141	0.050847400944620286	-3.3729496672002596e-22	1.1539494181699647e-21	0.37446601994524636	0.2520738689233418	0.32261271018679155
67	0.029062437635589813	0.06258311304936824	0.04035863388663301	-3.3534743525995965e-22	1.1566142592006265e-21	0.3722724720920629	0.2570199053592218	0.33034898866208234
68	0.029277996581858624	0.06325310606774343	0.029869866828645723	-3.3495342162750773e-22	1.1603644766882867e-21	0.3700789242388797	0.2619659417951014	0.3380852671373732
69	0.029493555528127435	0.06393157692040154	0.019381099770658317	-3.3982342771208576e-22	1.1631575359503282e-21	0.3678853763856963	0.2669119782309814	0.345821545612664
70	0.02970911447439625	0.06461825856432582	0.008892332712670587	-3.4260482305704977e-22	1.1662708918558998e-21	0.36569182853251286	0.2718580146668613	0.3535578240879551
71	0.029924673420665064	0.06531318596971411	-2.9715213319204925e-22	-2.7793196795439355e-22	-3.8157924582129523e-23	0.3607888869425856	0.27725842357985053	0.3619526894775639
72	0.030140232366933875	0.0660318901774099	-2.6595495394338255e-22	-2.49972847362632e-22	-3.2623398744539214e-23	0.34079429399384187	0.28518974223791765	0.3740159637682405
73	0.030355791313202686	0.06678252345104095	-2.261912651233522e-22	-2.1212644947400057e-22	-2.930809719437756e-23	0.32079970104509886	0.2931210608959846	0.3860792380589166
74	0.030571350259471497	0.06756402160748277	-1.991822146848199e-22	-1.854748752989737e-22	-2.2674806444950164e-23	0.30080510809635497	0.3010523795540519	0.39814251234959314
75	0.030786909205740315	0.0683753263411899	-1.7105379507646704e-22	-1.615842914152541e-22	-2.006551016141235e-23	0.28081051514761113	0.3089836982121191	0.41020578664026974
76	0.031002468152009126	0.06921538953117495	-1.208058355925746e-22	-1.1153724494316014e-22	-1.499952668075625e-23	0.2608159221988681	0.3169150168701861	0.4222690609309458
77	0.031218027098277937	0.07008317703158584	-9.809504052426736e-23	-9.252817691158932e-23	-1.0137914578107114e-23	0.2408213292501247	0.3248463355282531	0.4343323352216221
78	0.03143358604454675	0.07097767196047762	-5.411931587272422e-23	-5.0398602334505705e-23	-3.608254908076792e-24	0.22082673630138178	0.33277765418631994	0.44639560951229834
79	0.031649144990815566	0.07189787750843551	-1.6163071814750146e-23	-1.4759542522309727e-23	4.106420668331474e-24	0.20083214335263727	0.34070897284438745	0.4584588838029752
80	0.03186470393708438	0.07284281929405995	1.0898525634755063e-23	9.80119398457515e-24	2.537755622030873e-24	0.18083755040389393	0.34864029150245435	0.47052215809365167
81	0.03208026288335319	0.07381154729712959	2.9626697998043243e-23	2.5617600282880244e-23	4.413924664251027e-24	0.16084295745515048	0.3565716101605215	0.482585432384328
82	0.032295821829622	0.07480313740269168	7.527397808419786e-23	6.647653914637685e-23	9.507123648922025e-24	0.14084836450640736	0.36450292881858865	0.494648706675004
83	0.032511380775890816	0.07581669259058853	1.198434674922634e-22	1.0814961234216832e-22	1.7217052945086416e-23	0.12085377155766386	0.3724342474766557	0.5067119809656806
84	0.03272693972215963	0.07685134380520542	1.4851715998564906e-22	1.3568822826181911e-22	1.8260815713598325e-23	0.10085917860891962	0.380365566134723	0.5187752552563574
85	0.03294249866842844	0.07790625053971094	1.9538776217627063e-22	1.808027195811965e-22	2.876424859770914e-23	0.08086458566017704	0.3882968847927897	0.5308385295470334
86	0.03315805761469725	0.07898060116792474	2.182385753220892e-22	1.999911079238681e-22	2.9124188473821575e-23	0.06086999271143329	0.396228203450857	0.5429018038377097
87	0.03337361656096606	0.08007361305534816	2.5422293883028876e-22	2.3687904849012594e-22	3.5923649617490156e-23	0.04087539976269055	0.40415952210892364	0.5549650781283858
88	0.03358917550723488	0.08118453247896867	2.7758287886003243e-22	2.5231514262874507e-22	3.0383409271502426e-23	0.0208808068139462	0.412090840766991	0.5670283524190629
89	0.03380473445350369	0.08231263438330749	3.2807756800266813e-22	3.022760245851749e-22	3.666336922148133e-23	0.0008862138652028609	0.42002215942505816	0.579091626709739
